Section,Region,District,Chiefdom,Location,Facility,Type,InCharge,Contact,Year,Month,AllOut,Suspected,Tested,Confirmed,Treated,Presumed,ThresholdAllOut,ThresholdSuspected,ThresholdTested,ThresholdConfirmed,ThresholdTreated,ThresholdPresumed,LowerBoundAllOut,UpperBoundAllOut,LowerBoundSuspected,UpperBoundSuspected,LowerBoundTested,UpperBoundTested,LowerBoundConfirmed,UpperBoundConfirmed,LowerBoundTreated,UpperBoundTreated
Surveillance,,,,,Koidu Government Hospital,,,,2025,December,7321,2504,2463,1238,1233,0,9079.5,4957.0,4907.0,1548.0,1693.5,50,4699.5,9079.5,3365.0,4957.0,3395.0,4907.0,1020.0,1548.0,641.5,1693.5
Surveillance,,,,,Koidu Static CHC,,,,2025,January,88,2087,2087,82,82,0,6698.0,2823.0,2823.0,377.5,377.5,50,0,6698.0,0,2823.0,0,2823.0,0,377.5,0,377.5
Surveillance,,,,,Koidu Static CHC,,,,2025,February,983,1413,1413,96,96,0,6698.0,2823.0,2823.0,377.5,377.5,50,0,6698.0,0,2823.0,0,2823.0,0,377.5,0,377.5
Surveillance,,,,,Koidu Static CHC,,,,2025,March,3269,1133,1133,151,151,0,6698.0,2823.0,2823.0,377.5,377.5,50,0,6698.0,0,2823.0,0,2823.0,0,377.5,0,377.5
Surveillance,,,,,Koidu Static CHC,,,,2025,April,1713,1046,1047,135,135,0,6698.0,2823.0,2823.0,377.5,377.5,50,0,6698.0,0,2823.0,0,2823.0,0,377.5,0,377.5
Surveillance,,,,,Koidu Static CHC,,,,2025,May,5111,1949,1949,246,246,0,6698.0,2823.0,2823.0,377.5,377.5,50,0,6698.0,0,2823.0,0,2823.0,0,377.5,0,377.5
Surveillance,,,,,Koidu Static CHC,,,,2025,June,1869,1357,1357,232,232,0,6698.0,2823.0,2823.0,377.5,377.5,50,0,6698.0,0,2823.0,0,2823.0,0,377.5,0,377.5
Surveillance,,,,,Koidu Static CHC,,,,2025,July,1750,230,230,146,146,0,6698.0,2823.0,2823.0,377.5,377.5,50,0,6698.0,0,2823.0,0,2823.0,0,377.5,0,377.5
Surveillance,,,,,Koidu Static CHC,,,,2025,August,588,528,528,136,136,0,6698.0,2823.0,2823.0,377.5,377.5,50,0,6698.0,0,2823.0,0,2823.0,0,377.5,0,377.5
Surveillance,,,,,Koidu Static CHC,,,,2025,September,1382,238,238,124,124,0,6698.0,2823.0,2823.0,377.5,377.5,50,0,6698.0,0,2823.0,0,2823.0,0,377.5,0,377.5
Surveillance,,,,,Koidu Static CHC,,,,2025,October,3530,523,523,280,280,0,6698.0,2823.0,2823.0,377.5,377.5,50,0,6698.0,0,2823.0,0,2823.0,0,377.5,0,377.5
Surveillance,,,,,Koidu Static CHC,,,,2025,November,0,473,473,231,231,0,6698.0,2823.0,2823.0,377.5,377.5,50,0,6698.0,0,2823.0,0,2823.0,0,377.5,0,377.5
Surveillance,,,,,Koidu Static CHC,,,,2025,December,1119,339,339,200,200,0,6698.0,2823.0,2823.0,377.5,377.5,50,0,6698.0,0,2823.0,0,2823.0,0,377.5,0,377.5
Surveillance,,,,,Marie Stopes (Koidu) Clinic,,,,2025,January,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Marie Stopes (Koidu) Clinic,,,,2025,February,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Marie Stopes (Koidu) Clinic,,,,2025,March,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Marie Stopes (Koidu) Clinic,,,,2025,April,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Marie Stopes (Koidu) Clinic,,,,2025,May,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Marie Stopes (Koidu) Clinic,,,,2025,June,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Marie Stopes (Koidu) Clinic,,,,2025,July,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Marie Stopes (Koidu) Clinic,,,,2025,August,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Marie Stopes (Koidu) Clinic,,,,2025,September,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Marie Stopes (Koidu) Clinic,,,,2025,October,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Marie Stopes (Koidu) Clinic,,,,2025,November,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Marie Stopes (Koidu) Clinic,,,,2025,December,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Obama Clinic,,,,2025,January,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Obama Clinic,,,,2025,February,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Obama Clinic,,,,2025,March,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Obama Clinic,,,,2025,April,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Obama Clinic,,,,2025,May,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Obama Clinic,,,,2025,June,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Obama Clinic,,,,2025,July,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Obama Clinic,,,,2025,August,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Obama Clinic,,,,2025,September,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Obama Clinic,,,,2025,October,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Obama Clinic,,,,2025,November,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Obama Clinic,,,,2025,December,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Paul Sorie Farma's Hospital,,,,2025,January,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Paul Sorie Farma's Hospital,,,,2025,February,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Paul Sorie Farma's Hospital,,,,2025,March,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Paul Sorie Farma's Hospital,,,,2025,April,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Paul Sorie Farma's Hospital,,,,2025,May,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Paul Sorie Farma's Hospital,,,,2025,June,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Paul Sorie Farma's Hospital,,,,2025,July,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Paul Sorie Farma's Hospital,,,,2025,August,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Paul Sorie Farma's Hospital,,,,2025,September,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Paul Sorie Farma's Hospital,,,,2025,October,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Paul Sorie Farma's Hospital,,,,2025,November,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Paul Sorie Farma's Hospital,,,,2025,December,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Pessima Clinic,,,,2025,January,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Pessima Clinic,,,,2025,February,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Pessima Clinic,,,,2025,March,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Pessima Clinic,,,,2025,April,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Pessima Clinic,,,,2025,May,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Pessima Clinic,,,,2025,June,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Pessima Clinic,,,,2025,July,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Pessima Clinic,,,,2025,August,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Pessima Clinic,,,,2025,September,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Pessima Clinic,,,,2025,October,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Pessima Clinic,,,,2025,November,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Pessima Clinic,,,,2025,December,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Simbakoro MCHP,,,,2025,January,260,154,154,66,66,0,330.0,208.0,211.0,107.0,107.0,50,90.0,330.0,48.0,208.0,43.0,211.0,27.0,107.0,27.0,107.0
Surveillance,,,,,Simbakoro MCHP,,,,2025,February,240,106,106,57,57,0,330.0,208.0,211.0,107.0,107.0,50,90.0,330.0,48.0,208.0,43.0,211.0,27.0,107.0,27.0,107.0
Surveillance,,,,,Simbakoro MCHP,,,,2025,March,251,153,153,72,72,0,330.0,208.0,211.0,107.0,107.0,50,90.0,330.0,48.0,208.0,43.0,211.0,27.0,107.0,27.0,107.0
Surveillance,,,,,Simbakoro MCHP,,,,2025,April,193,102,102,51,57,0,330.0,208.0,211.0,107.0,107.0,50,90.0,330.0,48.0,208.0,43.0,211.0,27.0,107.0,27.0,107.0
Surveillance,,,,,Simbakoro MCHP,,,,2025,May,162,117,117,66,66,0,330.0,208.0,211.0,107.0,107.0,50,90.0,330.0,48.0,208.0,43.0,211.0,27.0,107.0,27.0,107.0
Surveillance,,,,,Simbakoro MCHP,,,,2025,June,166,148,148,73,73,0,330.0,208.0,211.0,107.0,107.0,50,90.0,330.0,48.0,208.0,43.0,211.0,27.0,107.0,27.0,107.0
Surveillance,,,,,Simbakoro MCHP,,,,2025,July,233,137,137,77,77,0,330.0,208.0,211.0,107.0,107.0,50,90.0,330.0,48.0,208.0,43.0,211.0,27.0,107.0,27.0,107.0
Surveillance,,,,,Simbakoro MCHP,,,,2025,August,212,104,104,56,56,0,330.0,208.0,211.0,107.0,107.0,50,90.0,330.0,48.0,208.0,43.0,211.0,27.0,107.0,27.0,107.0
Surveillance,,,,,Simbakoro MCHP,,,,2025,September,158,144,144,88,88,0,330.0,208.0,211.0,107.0,107.0,50,90.0,330.0,48.0,208.0,43.0,211.0,27.0,107.0,27.0,107.0
Surveillance,,,,,Simbakoro MCHP,,,,2025,October,207,137,137,89,89,0,330.0,208.0,211.0,107.0,107.0,50,90.0,330.0,48.0,208.0,43.0,211.0,27.0,107.0,27.0,107.0
Surveillance,,,,,Simbakoro MCHP,,,,2025,November,180,108,106,54,54,0,330.0,208.0,211.0,107.0,107.0,50,90.0,330.0,48.0,208.0,43.0,211.0,27.0,107.0,27.0,107.0
Surveillance,,,,,Simbakoro MCHP,,,,2025,December,209,136,136,70,70,0,330.0,208.0,211.0,107.0,107.0,50,90.0,330.0,48.0,208.0,43.0,211.0,27.0,107.0,27.0,107.0
Surveillance,,,,,Small Sefadu CHP,,,,2025,January,103,80,80,57,57,0,380.0,197.0,197.0,123.5,123.5,50,0,380.0,29.0,197.0,29.0,197.0,31.5,123.5,31.5,123.5
Surveillance,,,,,Small Sefadu CHP,,,,2025,February,90,65,65,33,33,0,380.0,197.0,197.0,123.5,123.5,50,0,380.0,29.0,197.0,29.0,197.0,31.5,123.5,31.5,123.5
Surveillance,,,,,Small Sefadu CHP,,,,2025,March,153,134,134,90,90,0,380.0,197.0,197.0,123.5,123.5,50,0,380.0,29.0,197.0,29.0,197.0,31.5,123.5,31.5,123.5
Surveillance,,,,,Small Sefadu CHP,,,,2025,April,139,141,141,91,91,0,380.0,197.0,197.0,123.5,123.5,50,0,380.0,29.0,197.0,29.0,197.0,31.5,123.5,31.5,123.5
Surveillance,,,,,Small Sefadu CHP,,,,2025,May,130,101,101,89,89,0,380.0,197.0,197.0,123.5,123.5,50,0,380.0,29.0,197.0,29.0,197.0,31.5,123.5,31.5,123.5
Surveillance,,,,,Small Sefadu CHP,,,,2025,June,100,89,89,58,58,0,380.0,197.0,197.0,123.5,123.5,50,0,380.0,29.0,197.0,29.0,197.0,31.5,123.5,31.5,123.5
Surveillance,,,,,Small Sefadu CHP,,,,2025,July,165,137,137,72,72,0,380.0,197.0,197.0,123.5,123.5,50,0,380.0,29.0,197.0,29.0,197.0,31.5,123.5,31.5,123.5
Surveillance,,,,,Small Sefadu CHP,,,,2025,August,268,111,111,86,86,0,380.0,197.0,197.0,123.5,123.5,50,0,380.0,29.0,197.0,29.0,197.0,31.5,123.5,31.5,123.5
Surveillance,,,,,Small Sefadu CHP,,,,2025,September,230,110,110,66,66,0,380.0,197.0,197.0,123.5,123.5,50,0,380.0,29.0,197.0,29.0,197.0,31.5,123.5,31.5,123.5
Surveillance,,,,,Small Sefadu CHP,,,,2025,October,306,106,106,75,75,0,380.0,197.0,197.0,123.5,123.5,50,0,380.0,29.0,197.0,29.0,197.0,31.5,123.5,31.5,123.5
Surveillance,,,,,Small Sefadu CHP,,,,2025,November,200,92,92,69,69,0,380.0,197.0,197.0,123.5,123.5,50,0,380.0,29.0,197.0,29.0,197.0,31.5,123.5,31.5,123.5
Surveillance,,,,,Small Sefadu CHP,,,,2025,December,218,100,100,79,79,0,380.0,197.0,197.0,123.5,123.5,50,0,380.0,29.0,197.0,29.0,197.0,31.5,123.5,31.5,123.5
Surveillance,,,,,White House Clinic,,,,2025,January,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,White House Clinic,,,,2025,February,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,White House Clinic,,,,2025,March,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,White House Clinic,,,,2025,April,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,White House Clinic,,,,2025,May,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,White House Clinic,,,,2025,June,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,White House Clinic,,,,2025,July,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,White House Clinic,,,,2025,August,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,White House Clinic,,,,2025,September,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,White House Clinic,,,,2025,October,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,White House Clinic,,,,2025,November,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,White House Clinic,,,,2025,December,0,0,0,0,0,0,9999,9999,9999,9999,9999,50,0,9999,0,9999,0,9999,0,9999,0,9999
Surveillance,,,,,Bandasuma (Fiama) CHP,,,,2025,January,0,159,159,76,76,0,255.5,220.5,220.5,145.0,145.0,50,91.5,255.5,112.5,220.5,112.5,220.5,33.0,145.0,33.0,145.0
Surveillance,,,,,Bandasuma (Fiama) CHP,,,,2025,February,68,180,180,95,95,0,255.5,220.5,220.5,145.0,145.0,50,91.5,255.5,112.5,220.5,112.5,220.5,33.0,145.0,33.0,145.0
Surveillance,,,,,Bandasuma (Fiama) CHP,,,,2025,March,0,145,145,58,58,0,255.5,220.5,220.5,145.0,145.0,50,91.5,255.5,112.5,220.5,112.5,220.5,33.0,145.0,33.0,145.0
Surveillance,,,,,Bandasuma (Fiama) CHP,,,,2025,April,153,153,153,66,66,0,255.5,220.5,220.5,145.0,145.0,50,91.5,255.5,112.5,220.5,112.5,220.5,33.0,145.0,33.0,145.0
Surveillance,,,,,Bandasuma (Fiama) CHP,,,,2025,May,166,147,147,75,75,0,255.5,220.5,220.5,145.0,145.0,50,91.5,255.5,112.5,220.5,112.5,220.5,33.0,145.0,33.0,145.0
Surveillance,,,,,Bandasuma (Fiama) CHP,,,,2025,June,182,182,182,113,113,0,255.5,220.5,220.5,145.0,145.0,50,91.5,255.5,112.5,220.5,112.5,220.5,33.0,145.0,33.0,145.0
Surveillance,,,,,Bandasuma (Fiama) CHP,,,,2025,July,236,178,178,103,103,0,255.5,220.5,220.5,145.0,145.0,50,91.5,255.5,112.5,220.5,112.5,220.5,33.0,145.0,33.0,145.0
Surveillance,,,,,Bandasuma (Fiama) CHP,,,,2025,August,194,179,179,121,121,0,255.5,220.5,220.5,145.0,145.0,50,91.5,255.5,112.5,220.5,112.5,220.5,33.0,145.0,33.0,145.0
Surveillance,,,,,Bandasuma (Fiama) CHP,,,,2025,September,114,114,114,61,61,0,255.5,220.5,220.5,145.0,145.0,50,91.5,255.5,112.5,220.5,112.5,220.5,33.0,145.0,33.0,145.0
Surveillance,,,,,Bandasuma (Fiama) CHP,,,,2025,October,160,160,160,80,80,0,255.5,220.5,220.5,145.0,145.0,50,91.5,255.5,112.5,220.5,112.5,220.5,33.0,145.0,33.0,145.0
Surveillance,,,,,Bandasuma (Fiama) CHP,,,,2025,November,159,159,159,91,91,0,255.5,220.5,220.5,145.0,145.0,50,91.5,255.5,112.5,220.5,112.5,220.5,33.0,145.0,33.0,145.0
Surveillance,,,,,Bandasuma (Fiama) CHP,,,,2025,December,199,188,188,101,101,0,255.5,220.5,220.5,145.0,145.0,50,91.5,255.5,112.5,220.5,112.5,220.5,33.0,145.0,33.0,145.0
Surveillance,,,,,Bombordu CHP,,,,2025,January,47,118,118,76,76,0,581.0,306.0,306.0,221.5,221.5,50,0,581.0,18.0,306.0,18.0,306.0,0,221.5,0,221.5
Surveillance,,,,,Bombordu CHP,,,,2025,February,51,141,141,68,68,0,581.0,306.0,306.0,221.5,221.5,50,0,581.0,18.0,306.0,18.0,306.0,0,221.5,0,221.5
Surveillance,,,,,Bombordu CHP,,,,2025,March,43,126,126,65,65,0,581.0,306.0,306.0,221.5,221.5,50,0,581.0,18.0,306.0,18.0,306.0,0,221.5,0,221.5
Surveillance,,,,,Bombordu CHP,,,,2025,April,267,162,162,107,107,0,581.0,306.0,306.0,221.5,221.5,50,0,581.0,18.0,306.0,18.0,306.0,0,221.5,0,221.5
Surveillance,,,,,Bombordu CHP,,,,2025,May,162,156,154,118,118,0,581.0,306.0,306.0,221.5,221.5,50,0,581.0,18.0,306.0,18.0,306.0,0,221.5,0,221.5
Surveillance,,,,,Bombordu CHP,,,,2025,June,192,140,140,60,60,0,581.0,306.0,306.0,221.5,221.5,50,0,581.0,18.0,306.0,18.0,306.0,0,221.5,0,221.5
Surveillance,,,,,Bombordu CHP,,,,2025,July,296,141,141,64,64,0,581.0,306.0,306.0,221.5,221.5,50,0,581.0,18.0,306.0,18.0,306.0,0,221.5,0,221.5
Surveillance,,,,,Bombordu CHP,,,,2025,August,186,116,122,62,62,0,581.0,306.0,306.0,221.5,221.5,50,0,581.0,18.0,306.0,18.0,306.0,0,221.5,0,221.5
Surveillance,,,,,Bombordu CHP,,,,2025,September,106,112,112,48,48,0,581.0,306.0,306.0,221.5,221.5,50,0,581.0,18.0,306.0,18.0,306.0,0,221.5,0,221.5
Surveillance,,,,,Bombordu CHP,,,,2025,October,324,200,200,145,145,0,581.0,306.0,306.0,221.5,221.5,50,0,581.0,18.0,306.0,18.0,306.0,0,221.5,0,221.5
Surveillance,,,,,Bombordu CHP,,,,2025,November,322,200,200,127,127,0,581.0,306.0,306.0,221.5,221.5,50,0,581.0,18.0,306.0,18.0,306.0,0,221.5,0,221.5
Surveillance,,,,,Bombordu CHP,,,,2025,December,280,198,198,152,152,0,581.0,306.0,306.0,221.5,221.5,50,0,581.0,18.0,306.0,18.0,306.0,0,221.5,0,221.5
Surveillance,,,,,Gbetema (Fiama) MCHP,,,,2025,January,24,115,115,50,50,0,206.5,171.5,170.0,122.5,119.5,50,0,206.5,87.5,171.5,90.0,170.0,30.5,122.5,35.5,119.5
Surveillance,,,,,Gbetema (Fiama) MCHP,,,,2025,February,0,107,55,55,55,0,206.5,171.5,170.0,122.5,119.5,50,0,206.5,87.5,171.5,90.0,170.0,30.5,122.5,35.5,119.5
Surveillance,,,,,Gbetema (Fiama) MCHP,,,,2025,March,22,125,125,94,94,0,206.5,171.5,170.0,122.5,119.5,50,0,206.5,87.5,171.5,90.0,170.0,30.5,122.5,35.5,119.5
Surveillance,,,,,Gbetema (Fiama) MCHP,,,,2025,April,22,119,129,87,87,0,206.5,171.5,170.0,122.5,119.5,50,0,206.5,87.5,171.5,90.0,170.0,30.5,122.5,35.5,119.5
Surveillance,,,,,Gbetema (Fiama) MCHP,,,,2025,May,79,90,90,65,70,0,206.5,171.5,170.0,122.5,119.5,50,0,206.5,87.5,171.5,90.0,170.0,30.5,122.5,35.5,119.5
Surveillance,,,,,Gbetema (Fiama) MCHP,,,,2025,June,97,120,120,67,67,0,206.5,171.5,170.0,122.5,119.5,50,0,206.5,87.5,171.5,90.0,170.0,30.5,122.5,35.5,119.5
Surveillance,,,,,Gbetema (Fiama) MCHP,,,,2025,July,80,124,124,67,67,0,206.5,171.5,170.0,122.5,119.5,50,0,206.5,87.5,171.5,90.0,170.0,30.5,122.5,35.5,119.5
Surveillance,,,,,Gbetema (Fiama) MCHP,,,,2025,August,131,132,132,65,65,0,206.5,171.5,170.0,122.5,119.5,50,0,206.5,87.5,171.5,90.0,170.0,30.5,122.5,35.5,119.5
Surveillance,,,,,Gbetema (Fiama) MCHP,,,,2025,September,66,122,122,77,77,0,206.5,171.5,170.0,122.5,119.5,50,0,206.5,87.5,171.5,90.0,170.0,30.5,122.5,35.5,119.5
Surveillance,,,,,Gbetema (Fiama) MCHP,,,,2025,October,135,147,147,79,79,0,206.5,171.5,170.0,122.5,119.5,50,0,206.5,87.5,171.5,90.0,170.0,30.5,122.5,35.5,119.5
Surveillance,,,,,Gbetema (Fiama) MCHP,,,,2025,November,93,140,140,88,88,0,206.5,171.5,170.0,122.5,119.5,50,0,206.5,87.5,171.5,90.0,170.0,30.5,122.5,35.5,119.5
Surveillance,,,,,Gbetema (Fiama) MCHP,,,,2025,December,93,140,140,88,88,0,206.5,171.5,170.0,122.5,119.5,50,0,206.5,87.5,171.5,90.0,170.0,30.5,122.5,35.5,119.5
Surveillance,,,,,Njagbwema (Fiama) CHC,,,,2025,January,228,201,201,140,140,0,1140.0,880.5,880.5,618.0,618.0,50,0,1140.0,0,880.5,0,880.5,0,618.0,0,618.0
Surveillance,,,,,Njagbwema (Fiama) CHC,,,,2025,February,325,258,258,163,163,0,1140.0,880.5,880.5,618.0,618.0,50,0,1140.0,0,880.5,0,880.5,0,618.0,0,618.0
Surveillance,,,,,Njagbwema (Fiama) CHC,,,,2025,March,175,175,175,134,134,0,1140.0,880.5,880.5,618.0,618.0,50,0,1140.0,0,880.5,0,880.5,0,618.0,0,618.0
Surveillance,,,,,Njagbwema (Fiama) CHC,,,,2025,April,214,226,226,143,143,0,1140.0,880.5,880.5,618.0,618.0,50,0,1140.0,0,880.5,0,880.5,0,618.0,0,618.0
Surveillance,,,,,Njagbwema (Fiama) CHC,,,,2025,May,482,318,318,217,217,0,1140.0,880.5,880.5,618.0,618.0,50,0,1140.0,0,880.5,0,880.5,0,618.0,0,618.0
Surveillance,,,,,Njagbwema (Fiama) CHC,,,,2025,June,522,361,361,265,265,0,1140.0,880.5,880.5,618.0,618.0,50,0,1140.0,0,880.5,0,880.5,0,618.0,0,618.0
Surveillance,,,,,Njagbwema (Fiama) CHC,,,,2025,July,765,563,563,423,423,0,1140.0,880.5,880.5,618.0,618.0,50,0,1140.0,0,880.5,0,880.5,0,618.0,0,618.0
Surveillance,,,,,Njagbwema (Fiama) CHC,,,,2025,August,651,467,467,336,336,0,1140.0,880.5,880.5,618.0,618.0,50,0,1140.0,0,880.5,0,880.5,0,618.0,0,618.0
Surveillance,,,,,Njagbwema (Fiama) CHC,,,,2025,September,717,535,535,390,390,0,1140.0,880.5,880.5,618.0,618.0,50,0,1140.0,0,880.5,0,880.5,0,618.0,0,618.0
Surveillance,,,,,Njagbwema (Fiama) CHC,,,,2025,October,467,343,343,215,215,0,1140.0,880.5,880.5,618.0,618.0,50,0,1140.0,0,880.5,0,880.5,0,618.0,0,618.0
Surveillance,,,,,Njagbwema (Fiama) CHC,,,,2025,November,545,478,478,345,345,0,1140.0,880.5,880.5,618.0,618.0,50,0,1140.0,0,880.5,0,880.5,0,618.0,0,618.0
Surveillance,,,,,Njagbwema (Fiama) CHC,,,,2025,December,564,507,507,334,334,0,1140.0,880.5,880.5,618.0,618.0,50,0,1140.0,0,880.5,0,880.5,0,618.0,0,618.0
